codigo,titulo,autor,ano,genero,disponivel
L02268,Neo-colonialism,Kwame Nkrumah,1965,Economia,sim
L02269,A Brief History of Neoliberalism,David Harvey,2005,Economia,sim
L02270,Doughnut Economics,Kate Raworth,2017,Economia,sim
L02271,Research Methodology in Applied Economics,Don E. Ethridge,1995,Economia,nao
L02272,38 Letters from J.D. Rockefeller to His Son,John D. Rockefeller,2023,Economia,sim
L02273,Managerial economics,William F. Samuelson,1992,Economia,sim
L02274,Managerial economics,Paul G. Keat,1992,Economia,sim
L02275,Principles of Macroeconomics,N. Gregory Mankiw,1996,Economia,sim
L02276,The Making of a Manager,Julie Zhuo,2019,Economia,nao
L02277,Elliott wave principle,A. J. Frost,1978,Economia,sim
L02278,Four Thousand Weeks,Oliver Burkeman,2021,Economia,nao
L02279,Marketing research,Gilbert A. Churchill,1976,Economia,sim
L02280,"Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,2019,Economia,sim
L02281,The Undercover Economist,Tim Harford,2005,Economia,nao
L02282,Administrasi pembangunan,Sondang P. Siagian,1972,Economia,sim
L02283,Economic development in the Third World,Michael P. Todaro,1977,Economia,sim
L02284,Technical analysis of stock trends,Robert D. Edwards,1964,Economia,sim
L02285,Bad Samaritans,Ha-Joon Chang,1998,Economia,sim
L02286,Le capital au XXIe siècle,Thomas Piketty,2013,Economia,nao
L02287,Manajemen periklanan,Rhenald Kasali,1992,Economia,sim
L02288,Cost management,Don R. Hansen,1995,Economia,sim
L02289,How to live on 24 hours a day,Arnold Bennett,1900,Economia,nao
L02290,Marketing,Roger A. Kerin,2002,Economia,sim
L02291,The Minimalist Entrepreneur,Sahil Lavingia,2021,Economia,nao
L02292,Customer Relationship Management,Francis Buttle,2003,Economia,sim
L02293,The Road to Serfdom,Friedrich A. von Hayek,1944,Economia,sim
L02294,"Ekologi, lingkungan hidup, dan pembangunan",Otto Soemarwoto,1983,Economia,sim
L02295,Perencanaan pembangunan,Bintoro Tjokroamidjojo,1977,Economia,sim
L02296,Microeconomics,William J. Baumol,1986,Economia,nao
L02297,The Shock Doctrine,Naomi Klein,2007,Economia,sim
L02298,Economy of Pakistan,Khawaja Amjad Saeed,1995,Economia,sim
L02299,Leadership,Elesa Zehndorfer,2013,Economia,sim
L02300,The big short,Michael Lewis,2009,Economia,nao
L02301,Picasso,Pablo Picasso,1926,Arte,nao
L02302,Ways of Seeing,John Berger,1972,Arte,sim
L02303,Vincent van Gogh,Vincent van Gogh,1914,Arte,sim
L02304,Paul Klee,Paul Klee,1930,Arte,sim
L02305,Van Gogh,Federico Zeri,1937,Arte,sim
L02306,Henry Moore,David Sylvester,1934,Arte,nao
L02307,Homeport,Nora Roberts,1998,Arte,sim
L02308,Public Speaking and Influencing Men in Business,Dale Carnegie,1926,Arte,sim
L02309,Leonardo,Leonardo da Vinci,1946,Arte,sim
L02310,"Vite de' più eccellenti pittori, scultori et architettori",Giorgio Vasari,1759,Arte,sim
L02311,Andy Warhol,Andy Warhol,1967,Arte,nao
L02312,Gorin no sho,Miyamoto Musashi,1963,Arte,sim
L02313,Art & fear,David Bayles,1993,Arte,sim
L02314,Art Through the Ages,Helen Gardner,1926,Arte,sim
L02315,Die Gestalt des Menschen,Gottfried Bammes,1973,Arte,sim
L02316,The Art of Public Speaking,Stephen E. Lucas,1983,Arte,nao
L02317,Naturalis historia,Pliny the Elder,1469,Arte,sim
L02318,The dot,Peter H. Reynolds,2003,Arte,sim
L02319,Gardner's Art Through the Ages,Fred S. Kleiner,2009,Arte,sim
L02320,Production for graphic designers,Alan Pipes,1992,Arte,sim
L02321,Art and illusion,E. H. Gombrich,1960,Arte,nao
L02322,Edvard Munch,Edvard Munch,1927,Arte,nao
L02323,How to Talk to Anyone,Leil Lowndes,1999,Arte,sim
L02324,Sozialgeschichte der Kunst und Literatur,Arnold Hauser,1951,Arte,sim
L02325,"The Renaissance, Studies in Art and Poetry",Walter Pater,1873,Arte,sim
L02326,Georg Baselitz,Georg Baselitz,1970,Arte,nao
L02327,Graphic Design School,David Dabner,2004,Arte,sim
L02328,Concepts of Modern Art,Nikos Stangos,1974,Arte,sim
L02329,Janson's history of art,H. W. Janson,2006,Arte,sim
L02330,By the Stage Door,Ada Patterson,2005,Arte,sim
L02331,How to Master the Art of Selling,Tom Hopkins,1980,Arte,nao
L02332,The History of Art : A Global View,Jean Robertson,2021,Arte,sim
L02333,The Seven Lamps of Architecture,John Ruskin,1800,Arte,nao
L02334,The art spirit,Robert Henri,1930,Arte,sim
L02335,Concerning the spiritual in art,Wassily Kandinsky,1912,Arte,sim
L02336,A history of Far Eastern art,Sherman E. Lee,1964,Arte,nao
L02337,Pioneers of modern design from William Morris to Walter Gropius,Nikolaus Pevsner,1949,Arte,sim
L02338,1000 Chairs,Charlotte Fiell,1997,Arte,sim
L02339,The Stones of Venice,John Ruskin,1851,Arte,sim
L02340,Rembrandt,Rembrandt Harmenszoon van Rijn,1900,Arte,sim
L02341,The two paths,John Ruskin,1859,Arte,nao
L02342,What great paintings say,Rose-Marie Hagen,1993,Arte,sim
L02343,Art and revolution,John Berger,1969,Arte,sim
L02344,Composition of outdoor painting,Edgar Alwin Payne,1941,Arte,nao
L02345,Mornings in Florence,John Ruskin,1800,Arte,sim
L02346,Rodin,Auguste Rodin,1924,Arte,nao
L02347,The art of ancient Egypt,Gay Robins,1997,Arte,sim
L02348,La tabla de Flandes,Arturo Pérez-Reverte,1990,Arte,sim
L02349,Design basics,David A. Lauer,2002,Arte,sim
L02350,Color and light,James Gurney,2010,Arte,sim
L02351,Design as art,Bruno Munari,1971,Arte,nao
L02352,Graphic design,Milton Glaser,1973,Arte,sim
L02353,"Bauhaus, 1919-1933",Magdalena Droste,1990,Arte,sim
L02354,Imaginative Realism,James Gurney,2009,Arte,sim
L02355,About Looking,John Berger,1980,Arte,nao
L02356,The dance of Shiva,Ananda Coomaraswamy,1817,Arte,nao
L02357,Gateways to Art,Debra J. DeWitte,2011,Arte,sim
L02358,Art since 1940,Jonathan David Fineberg,1995,Arte,sim
L02359,Marc Chagall,Marc Chagall,1948,Arte,sim
L02360,Indian art,Roy C. Craven,1976,Arte,sim
L02361,Picasso,William S. Lieberman,1932,Arte,nao
L02362,Kandinsky,Wassily Kandinsky,1947,Arte,sim
L02363,A History of Art in Africa,Monica Blackmun Visonà,2000,Arte,sim
L02364,A survey of Persian art from prehistoric times to the present,"Pope, Arthur Upham",1938,Arte,sim
L02365,The nude,Kenneth Clark,1956,Arte,sim
L02366,The Arts & Crafts of Ancient Egypt,W. M. Flinders Petrie,1909,Arte,nao
L02367,Jim Dine,Jim Dine,1963,Arte,sim
L02368,"Anatomy For Sculptors, Understanding the Human Figure",Uldis Zarins,2014,Arte,sim
L02369,Ogilvy on advertising,David Ogilvy,1983,Arte,sim
L02370,The art of Tantra,Philip S. Rawson,1973,Arte,sim
L02371,The elements of drawing,John Ruskin,1819,Arte,nao
L02372,Art et beauté dans l'esthétique médiévale,Umberto Eco,1986,Arte,sim
L02373,The Philosophy of Modern Art,Herbert Edward Read,1649,Arte,sim
L02374,Graphic design,Richard Hollis,1994,Arte,sim
L02375,Egon Schiele,Egon Schiele,1957,Arte,sim
L02376,Symbolic images,E. H. Gombrich,1972,Arte,nao
L02377,Morpho : Simplified Forms,Michel Lauricella,2019,Arte,nao
L02378,Études sur les arts du Moyen âge.,Prosper Mérimée,1967,Arte,sim
L02379,Botero: La corrida,Fernando Botero,1970,Arte,sim
L02380,Creative illustration,Andrew Loomis,1947,Arte,sim
L02381,Islamic Art,David Talbot Rice,1965,Arte,nao
L02382,The study of language,George Yule,1985,Arte,sim
L02383,Drawing the head and hands,Andrew Loomis,1956,Arte,sim
L02384,Gothic architecture and scholasticism,Erwin Panofsky,1951,Arte,sim
L02385,Art as image and idea,Edmund Burke Feldman,1967,Arte,sim
L02386,The Recognitions,William Gaddis,1955,Arte,nao
L02387,Drácula,Bram Stoker,2017,Arte,sim
L02388,Dinotopia,James Gurney,1992,Arte,nao
L02389,Native North American art,Janet Catherine Berlo,1998,Arte,sim
L02390,Art since 1900,Hal Foster,2004,Arte,sim
L02391,Discovering art history,Gerald F. Brommer,1981,Arte,nao
L02392,Surrealism,Patrick Waldberg,1962,Arte,sim
L02393,The actor's art and craft,William Esper,2008,Arte,sim
L02394,Art and myth in ancient Greece,Thomas H. Carpenter,1990,Arte,sim
L02395,Kitsch,Gillo Dorfles,1969,Arte,sim
L02396,History of Italian Renaissance art,Frederick Hartt,1969,Arte,nao
L02397,The Humanistic Tradition,Gloria K. Fiero,1981,Arte,sim
L02398,Origami Sea Life,John Montroll,1991,Arte,sim
L02399,Renaissance and Modern Art,Helen Gardner,1986,Arte,nao
L02400,FORTNITE,Epic Games,2018,Arte,sim
L02401,Music,Roger Kamien,1976,Musica,nao
L02402,No Man's Mistress,Roberta Leigh,1987,Musica,sim
L02403,Musicophilia,Oliver Sacks,2007,Musica,sim
L02404,Basic materials in music theory,Paul O. Harder,1965,Musica,sim
L02405,The Enjoyment of Music,Kristine Forney,1996,Musica,sim
L02406,Songwriting,Stephen Citron,1985,Musica,nao
L02407,Music in theory and practice,Bruce Benward,1977,Musica,sim
L02408,How Music Works,David Byrne,2012,Musica,sim
L02409,The enjoyment of music,Joseph Machlis,1955,Musica,sim
L02410,The Rest Is Noise,Alex Ross,2007,Musica,nao
L02411,The music kit,Tom Manoff,1976,Musica,nao
L02412,"Can't stop, won't stop",Jeff Chang,2005,Musica,sim
L02413,The Lydian chromatic concept of tonal organization,George Russell,2001,Musica,sim
L02414,Pirates of the Caribbean,Klaus Badelt,2007,Musica,sim
L02415,Love Is a Mix Tape,Rob Sheffield,2007,Musica,sim
L02416,Dear Evan Hansen,Steven Levenson,2017,Musica,nao
L02417,Norton anthology of western music,Claude V. Palisca,1980,Musica,sim
L02418,All You Need to Know About the Music Business,Donald S. Passman,1991,Musica,sim
L02419,High Fidelity,Nick Hornby,1995,Musica,sim
L02420,SOLO PLUS,Music Sales Corporation,1998,Musica,sim
L02421,South Indian music,P Sambamoorthy,1954,Musica,nao
L02422,BTS,Triumph Books,2005,Musica,sim
L02423,Music therapy,Juliette Alvin,1966,Musica,sim
L02424,What to Listen for in Music,Aaron Copland,1939,Musica,sim
L02425,Music theory,George Thaddeus Jones,1974,Musica,sim
L02426,The Vintage guide to classical music,Jan Swafford,1992,Musica,nao
L02427,Orchestration,Cecil Forsyth,1914,Musica,sim
L02428,Wicked,Stephen Schwartz,2000,Musica,sim
L02429,Writing better lyrics,Pat Pattison,1995,Musica,sim
L02430,"Guitarmaking, tradition and technology",William R. Cumpiano,1985,Musica,sim
L02431,Listen,Joseph Kerman,1972,Musica,nao
L02432,The Commitments,Roddy Doyle,1987,Musica,nao
L02433,This Is Your Brain on Music,Daniel J. Levitin,2006,Musica,sim
L02434,Sparring Partners,Elizabeth Oldfield,1989,Musica,sim
L02435,Anthology for Musical Analysis,Charles Burkhart,1964,Musica,sim
L02436,Gradus,Leo Kraft,1976,Musica,nao
L02437,The sound of music and plants,Dorothy L. Retallack,1973,Musica,sim
L02438,Die Zauberflöte,Wolfgang Amadeus Mozart,1794,Musica,sim
L02439,Angry Blonde,Eminem,2000,Musica,sim
L02440,Blues people,Amiri Baraka,1963,Musica,sim
L02441,Beauty and the Beast,Alan Menken,1992,Musica,nao
L02442,The splendour of South Indian music,P. T. Chelladurai,1991,Musica,sim
L02443,"The Pop, Rock, and Soul Reader",David Brackett,2004,Musica,nao
L02444,Harry Potter and the Chamber of Secrets,John Williams,2003,Musica,sim
L02445,The Prestige,Christopher Priest,1901,Musica,sim
L02446,Spanish Serenade,Mary Lyons,1984,Musica,nao
L02447,The great rock discography,Martin C. Strong,1994,Musica,sim
L02448,Listeners guide to musical understanding,Leon Dallin,1959,Musica,sim
L02449,The Independent Musician’s Blueprint,MD Abdul Ahad Shanto,2025,Musica,sim
L02450,Peanuts,Vince Guaraldi,2006,Musica,sim
L02451,Please kill me,Legs McNeil,1997,Musica,nao
L02452,Songwriting for dummies,Jim Peterik,2002,Musica,sim
L02453,A history of western music,"Grout, Donald Jay.",1960,Musica,sim
L02454,Essays in musical analysis,Sir Donald Francis Tovey,1935,Musica,nao
L02455,Slash,Anthony Bozza,2007,Musica,sim
L02456,Behind Bars,Elaine Gould,2011,Musica,nao
L02457,Concise History of Western Music,Barbara Russano Hanning,1997,Musica,sim
L02458,The heroin diaries,Nikki Sixx,2000,Musica,sim
L02459,The jazz theory book,Mark Levine,1995,Musica,sim
L02460,Miserables,Alain Boublil,1991,Musica,sim
L02461,Music Theory for Dummies,Michael Pilhofer,2011,Musica,nao
L02462,Classic Rock,Hal Leonard Corp.,1995,Musica,sim
L02463,Versuch einer Anweisung die Flöte traversiere zu spielen,Johann Joachim Quantz,1752,Musica,sim
L02464,Music notation,Gardner Read,1964,Musica,sim
L02465,Crescendo,Charlotte Lamb,1980,Musica,nao
L02466,The music of Africa,J. H. Kwabena Nketia,1974,Musica,nao
L02467,Zin! Zin! Zin! a Violin,Lloyd Moss,1995,Musica,sim
L02468,The art of strict musical composition,Johann Philipp Kirnberger,1982,Musica,sim
L02469,Racionais MCs' Sobrevivendo No Inferno,Derek Pardue,2021,Musica,sim
L02470,From Waif To His Wife,Lindsay Armstrong,2007,Musica,sim
L02471,"Accent on Achievement, Book 1",Mark Williams,1997,Musica,nao
L02472,This business of music,M. William Krasilovsky,1971,Musica,sim
L02473,Who is Bugs Potter?,Gordon Korman,1980,Musica,sim
L02474,Rockin' in time,David P. Szatmary,1987,Musica,sim
L02475,Emotion and meaning in music,Leonard B. Meyer,1956,Musica,sim
L02476,Picasso,Gertrude Stein,1938,Musica,nao
L02477,Faust,Charles Gounod,1800,Musica,sim
L02478,A creative approach to music fundamentals,William Duckworth,1981,Musica,sim
L02479,Se Nao Eu Quem Vai Fazer Voce Feliz. Minha Historia de Amor com Chorao,[author not identified],2018,Musica,sim
L02480,The Oxford companion to music,"Scholes, Percy Alfred",1938,Musica,sim
L02481,Philippine folk dances,Francisca Reyes Aquino,1953,Musica,nao
L02482,Carmen,Georges Bizet,1800,Musica,sim
L02483,A Mouse Called Wolf,Dick King-Smith,1997,Musica,sim
L02484,Correspondence,Wolfgang Amadeus Mozart,1865,Musica,sim
L02485,German Hl Guitar Method  Book 1,Will Schmid,1970,Musica,sim
L02486,Understanding Music,Jeremy Yudkin,1995,Musica,nao
L02487,Music business handbook and career guide,David Baskerville,1979,Musica,nao
L02488,How to listen to music,Henry Edward Krehbiel,1896,Musica,sim
L02489,Twentieth-century Harmony,Vincent Persichetti,1961,Musica,sim
L02490,Bob Dylan,Bob Dylan,1974,Musica,sim
L02491,Polaroids from the Dead,Douglas Coupland,1996,Musica,nao
L02492,Karnataka sangeeta sastra,A. S. Panchapakesa Ayyar,1989,Musica,sim
L02493,Rhythmic Patterns,Joe Cusatis,1999,Musica,sim
L02494,The Complete Musician,Steven G. Laitz,2003,Musica,sim
L02495,Style and music,Leonard B. Meyer,1989,Musica,sim
L02496,Musics of Latin America,"Moore, Robin",2012,Musica,nao
L02497,Phantom of the Opera,Andrew Lloyd Webber,1989,Musica,sim
L02498,Dork Diaries 7,Rachel Renée Russell,2014,Musica,nao
L02499,Get in the Van,Henry Rollins,1994,Musica,sim
L02500,6. [i.e. Sexto] concierto para dos instrumentos de tecla.,"Soler, Antonio",1962,Musica,sim
L02501,The Power of Your Subconscious Mind,Joseph Murphy,1963,Psicologia,nao
L02502,Mindset,Carol S. Dweck,2006,Psicologia,sim
L02503,"Good Vibes, Good Life",Vex King,2015,Psicologia,sim
L02504,The Laws of Human Nature,Robert Greene,2018,Psicologia,sim
L02505,I Want to Die but I Want to Eat Tteokbokki,Baek Se-Hee [백세희],2022,Psicologia,sim
L02506,"A Macat Analysis of Daniel Kahneman's Thinking, Fast and Slow",Jacqueline Allan,2018,Psicologia,nao
L02507,Emotional Intelligence,Daniel Goleman,1995,Psicologia,sim
L02508,The psychology of money,Henry Clay Lindgren,1991,Psicologia,sim
L02509,Who Moved My Cheese?,Spencer Johnson,1998,Psicologia,nao
L02510,Educational psychology,Anita Woolfolk Hoy,1987,Psicologia,sim
L02511,Omgiven av Psykopater,Thomas Erikson,2020,Psicologia,nao
L02512,Attached,Amir Levine,2010,Psicologia,sim
L02513,Psycho-cybernetics,Maxwell Maltz,1960,Psicologia,sim
L02514,The 7 Habits of Highly Effective People,Stephen R. Covey,1989,Psicologia,sim
L02515,Games People Play,Eric Berne,1964,Psicologia,sim
L02516,No More Mr. Nice Guy,Robert A. Glover,2001,Psicologia,nao
L02517,The Secret,Rhonda Byrne,2000,Psicologia,sim
L02518,The Diary of a CEO,Steven Bartlett,2023,Psicologia,sim
L02519,The 5 a.m. Club,Robin S. Sharma,2018,Psicologia,sim
L02520,Influence,Robert B. Cialdini,1983,Psicologia,nao
L02521,The Secret Language of Birthdays,Gary Goldschneider,1992,Psicologia,nao
L02522,Psychology,Robert A. Baron,1977,Psicologia,sim
L02523,Breaking the habit of being yourself,Joe Dispenza,2012,Psicologia,sim
L02524,The Art of Reading Minds,Henrik Fexeus,2019,Psicologia,sim
L02525,The principles of psychology,William James,1890,Psicologia,sim
L02526,How to Win Friends and Influence People,Dale Carnegie,1936,Psicologia,nao
L02527,Outwitting the devil,Napoleon Hill,2011,Psicologia,sim
L02528,Quiet,Susan Cain,2012,Psicologia,sim
L02529,Read People Like a Book,Patrick King,2020,Psicologia,sim
L02530,Psikologi remaja,Muhamad Mansur Abdullah,1988,Psicologia,sim
L02531,Women Who Love Too Much,Robin Norwood,1985,Psicologia,nao
L02532,Abnormal Psychology,Gerald C. Davison,1974,Psicologia,sim
L02533,Psychology,Dennis Coon,2001,Psicologia,sim
L02534,Antifragile,Nassim Nicholas Taleb,2012,Psicologia,sim
L02535,Psychology,Wayne Weiten,1989,Psicologia,sim
L02536,The game of life and how to play it,Florence Scovel Shinn,1925,Psicologia,nao
L02537,Talking With Psychopaths and Savages,Christopher Berry-Dee,2019,Psicologia,sim
L02538,"King, warrior, magician, lover","Moore, Robert L.",1989,Psicologia,sim
L02539,Made to stick,Chip Heath,1998,Psicologia,sim
L02540,Introduction to Psychology,Clifford Thomas Morgan,1956,Psicologia,sim
L02541,Feminine Psychology,Karen Horney,1967,Psicologia,nao
L02542,The world of psychology,Samuel E. Wood,1992,Psicologia,nao
L02543,Surrounded by Idiots,Thomas Erikson,2014,Psicologia,sim
L02544,The Silent Patient,Alex Michaelides,2018,Psicologia,sim
L02545,The Secret Language of Relationships,Gary Goldschneider,1997,Psicologia,sim
L02546,The Dictionary of Body Language,pierre dukan,2018,Psicologia,nao
L02547,Unlimited power,Tony Robbins,1986,Psicologia,sim
L02548,嫌われる勇気,Ichirō Kishimi,2013,Psicologia,sim
L02549,The happiness advantage,Shawn Achor,2010,Psicologia,sim
L02550,Awaken the giant within,Tony Robbins,1991,Psicologia,sim
L02551,Chantaje Emocional/Emotional Blackmail,Susan Forward,1996,Psicologia,nao
L02552,The Power of Habit,Charles Duhigg,2012,Psicologia,sim
L02553,You Can Win,Shiv Khera,1998,Psicologia,nao
L02554,Essentials of Psychology,Dennis Coon,1979,Psicologia,sim
L02555,The Winner Effect,Ian H. Robertson,2012,Psicologia,sim
L02556,... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,1946,Psicologia,nao
L02557,The now habit,Neil Fiore,1988,Psicologia,sim
L02558,Ensaio Sobre a Cegueira,José Saramago,1995,Psicologia,sim
L02559,Relentless,Tim Grover,2013,Psicologia,sim
L02560,The art of thinking clearly,Rolf Dobelli,2013,Psicologia,sim
L02561,Think Like a Monk,Jay Shetty,2020,Psicologia,nao
L02562,The Road Less Traveled,M. Scott Peck,1978,Psicologia,sim
L02563,The elephant in the brain,Kevin Simler,2018,Psicologia,sim
L02564,Psychology of adjustment and human relationships,James F. Calhoun,1978,Psicologia,nao
L02565,In sheep's clothing,George K. Simon,1996,Psicologia,sim
L02566,Grit,Angela Duckworth,2016,Psicologia,nao
L02567,The Name It and Claim It Game,Helen Hadsell,1971,Psicologia,sim
L02568,"Goodbye, things",Fumio Sasaki,2013,Psicologia,sim
L02569,Women Who Run with the Wolves,Clarissa Pinkola Estés,1982,Psicologia,sim
L02570,The 7 habits of highly effective people personal workbook,Stephen R. Covey,2003,Psicologia,sim
L02571,The highly sensitive person,Elaine N. Aron,1996,Psicologia,nao
L02572,Man and His Symbols,Carl Gustav Jung,1964,Psicologia,sim
L02573,Nonviolent Communication,Marshall B. Rosenberg,1999,Psicologia,sim
L02574,Cognitive psychology,Robert L. Solso,1979,Psicologia,sim
L02575,Procrastination,Jane B. Burka,1983,Psicologia,nao
L02576,Psychology principles in practice,Spencer A. Rathus,1981,Psicologia,nao
L02577,Man's search for himself,Rollo May,1953,Psicologia,sim
L02578,The Gift of Fear,Gavin de Becker,1997,Psicologia,sim
L02579,22 cells in Nuremberg,Douglas McGlashan Kelley,1947,Psicologia,sim
L02580,The Magic of Thinking Big,David Joseph Schwartz,1900,Psicologia,sim
L02581,The 5 Second Rule,Mel Robbins,2014,Psicologia,nao
L02582,The Denial of Death,Ernest Becker,1973,Psicologia,sim
L02583,Foundations of behavioral research,Fred N. Kerlinger,1964,Psicologia,sim
L02584,The Tipping Point,Malcolm Gladwell,2000,Psicologia,sim
L02585,The laws of human nature,"Wheeler, Raymond Holder",1931,Psicologia,sim
L02586,Child development,John W. Santrock,1989,Psicologia,nao
L02587,Life-span development,John W. Santrock,1983,Psicologia,sim
L02588,Maps of Meaning,Jordan B. Peterson,1999,Psicologia,sim
L02589,Anthem,Ayn Rand,1936,Psicologia,sim
L02590,Psychology,Charles G. Morris,1973,Psicologia,sim
L02591,The Definitive Book of Body Language,Allan Pease,2004,Psicologia,nao
L02592,The top five regrets of the dying,Bronnie Ware,2011,Psicologia,sim
L02593,Practising the Power of Now,Eckhart Tolle,1999,Psicologia,sim
L02594,The Intelligence Trap,David Robson,2019,Psicologia,sim
L02595,Who Will Cry When You Die?,Robin S. Sharma,1999,Psicologia,sim
L02596,Introduction to psychology,Rod Plotnik,1986,Psicologia,nao
L02597,The 33 Strategies of War,Robert Greene,1998,Psicologia,nao
L02598,A Primer of Freudian Psychology,Calvin S. Hall,1954,Psicologia,sim
L02599,Winning through enlightenment,Ron Smothermon,1997,Psicologia,sim
L02600,"Act Like a Lady, Think Like a Man",Steve Harvey,2006,Psicologia,sim
L02601,On Cooking,Sarah R. Labensky,1994,Culinaria,nao
L02602,How to Cook Everything,Mark Bittman,1998,Culinaria,sim
L02603,Boston Cooking-School cook book,Fannie Merritt Farmer,1896,Culinaria,sim
L02604,Self Heal by Design,Barbara O'Neill,2014,Culinaria,sim
L02605,Joy of Cooking,Irma S. Rombauer,1931,Culinaria,sim
L02606,Cookbook,Betty Crocker,1969,Culinaria,nao
L02607,"Salt, Fat, Acid, Heat",Samin Nosrat,2017,Culinaria,sim
L02608,White Heat,Marco Pierre White,1990,Culinaria,nao
L02609,Odd Thomas,Dean Koontz,2003,Culinaria,sim
L02610,Betty Crocker's Picture Cook Book,Betty Crocker,1950,Culinaria,sim
L02611,Le répertoire de la cuisine,Louis Saulnier,1914,Culinaria,nao
L02612,"The art of cookery, made plain and easy",Hannah Glasse,1747,Culinaria,sim
L02613,Guide culinaire,Auguste Escoffier,1903,Culinaria,sim
L02614,A Book of Mediterranean Food,Elizabeth David,1950,Culinaria,sim
L02615,Cooking Basics for Dummies,Bryan Miller,2004,Culinaria,sim
L02616,The Professional Chef,Culinary Institute of America.,1962,Culinaria,nao
L02617,Roald Dahl's Revolting Recipes,Josie Fison,1994,Culinaria,sim
L02618,Betty Crocker Cookbook,Betty Crocker,2002,Culinaria,sim
L02619,Chef Express,Trident Press International,2003,Culinaria,nao
L02620,How to Be a Domestic Goddess,Nigella Lawson,2000,Culinaria,sim
L02621,Odd Hours,Dean Koontz,2008,Culinaria,nao
L02622,French Country Cooking (Cookery Library),Elizabeth David,1951,Culinaria,sim
L02623,Panaderia y Reposteria para profesionales/Professional Baking,Wayne Gisslen,1985,Culinaria,sim
L02624,Mastering the art of French cooking,Julia Child,1967,Culinaria,sim
L02625,The food of Japan,Takayuki Kosaki,1995,Culinaria,sim
L02626,The Curry Secret,Kris Dhillon,1989,Culinaria,nao
L02627,Food Production Operations,Parvinder S. Bali,2009,Culinaria,sim
L02628,Mujer 2000,Silvia Henríquez de Pou,1988,Culinaria,sim
L02629,The I hate to cook book,Peg Bracken,1960,Culinaria,sim
L02630,"French Chef Cookbook, The",Julia Child,1968,Culinaria,nao
L02631,New York Times Cook Book,Craig Claiborne,1961,Culinaria,nao
L02632,The Good housekeeping cook book,"Good Housekeeping Institute (New York, N.Y.)",1933,Culinaria,sim
L02633,French provincial cooking,Elizabeth David,1960,Culinaria,sim
L02634,The flavor bible,Karen Page,2008,Culinaria,sim
L02635,The Alice B. Toklas Cook Book,Alice B. Toklas,1954,Culinaria,sim
L02636,Original White House Cookbook,Hugo Ziemann,1887,Culinaria,nao
L02637,The Virginia house-wife,Mary Randolph,1824,Culinaria,sim
L02638,Everything but Espresso,Scott Rao,2010,Culinaria,sim
L02639,The all new all purpose joy of cooking,Irma S. Rombauer,1997,Culinaria,sim
L02640,Ma cuisine,Auguste Escoffier,1934,Culinaria,sim
L02641,The Food Lab,J. Kenji López-Alt,2015,Culinaria,nao
L02642,A Gentle Awakening,Betty Neels,1988,Culinaria,sim
L02643,Let's cook it right.,Adelle Davis,1947,Culinaria,sim
L02644,Julie and Julia,Julie Powell,2001,Culinaria,sim
L02645,The Fannie Farmer cookbook,Marion Cunningham,1983,Culinaria,sim
L02646,Flour Water Salt Yeast,Ken Forkish,2012,Culinaria,nao
L02647,Kitchen Witch's Cookbook,Patricia Telesco,1994,Culinaria,sim
L02648,The Nancy Drew cookbook,Carolyn Keene,1973,Culinaria,sim
L02649,A bird in the hand,Ann Cleeves,1986,Culinaria,sim
L02650,English Bread and Yeast Cookery (Cookery Library),Elizabeth David,1977,Culinaria,sim
L02651,Frugal housewife,Lydia Maria Child,1829,Culinaria,nao
L02652,The Apprentice,Jacques Pépin,2003,Culinaria,nao
L02653,Old Cookery Books and Ancient Cuisine,William Carew Hazlitt,1886,Culinaria,sim
L02654,Knave of hearts,Stacy Absalom,1983,Culinaria,sim
L02655,Tender at the bone,Ruth Reichl,1998,Culinaria,sim
L02656,Home cooking,Laurie Colwin,1988,Culinaria,nao
L02657,Consider the fork,Bee Wilson,2012,Culinaria,sim
L02658,My life in France,Julia Child,2006,Culinaria,sim
L02659,50 Great Curries of India,Camellia Panjabi,1994,Culinaria,sim
L02660,How to Cook Everything - The Basics,Mark Bittman,2003,Culinaria,sim
L02661,Nourishing traditions,Sally Fallon,1995,Culinaria,nao
L02662,Heat,Bill Buford,2006,Culinaria,sim
L02663,Everybody Cooks Rice,Norah Dooley,1992,Culinaria,nao
L02664,The back to Eden cookbook,Jethro Kloss,1974,Culinaria,sim
L02665,The art of eating,M. F. K. Fisher,1954,Culinaria,sim
L02666,Step-By-Step Practical Recipes,Gina Steer,2015,Culinaria,nao
L02667,The fireside cook book,James Beard,1949,Culinaria,sim
L02668,The Little House Cookbook,Barbara M. Walker,1979,Culinaria,sim
L02669,Pennsylvania Dutch cook book of fine old recipes,Culinary Arts Institute.,1960,Culinaria,sim
L02670,The Italian bakery,Lee Mangione Cirillo,1982,Culinaria,sim
L02671,The classic Italian cook book,Marcella Hazan,1973,Culinaria,nao
L02672,The Way to Cook,Julia Child,1985,Culinaria,sim
L02673,The Silver Palate cookbook,Julee Rosso,1982,Culinaria,sim
L02674,New Cook Book,Better Homes and Gardens,2003,Culinaria,nao
L02675,Leone's Italian cookbook,Gene Leone,1967,Culinaria,sim
